;Anio;Trimestre;Accesos por cada 100 hogares;Accesos por cada 100 hab;id_provincia
479;2018;1;41,176009388866156;10,200177350055142;24
480;2017;4;57,609615290258205;18,61464924835486;1
481;2017;4;122,89742418734991;51,6167209151056;2
482;2017;4;28,620950093924897;7,280600419229377;3
483;2017;4;30,808158111236537;8,234501979468078;4
484;2017;4;51,46309626749354;15,77581593080522;5
485;2017;4;63,33262565207773;19,390857786793124;7
486;2017;4;32,51511831118755;8,562263620309615;6
487;2017;4;47,885245293746834;14,317635180183578;8
488;2017;4;21,270976689249718;5,414060072151437;9
489;2017;4;22,742083716267025;5,81583543877829;10
490;2017;4;71,04976106378558;23,409929773918797;11
491;2017;4;51,56847440546175;13,727965660359493;12
492;2017;4;33,32562553415048;9,300280994440511;13
493;2017;4;31,14218485379854;8,482789477895514;14
494;2017;4;61,24232317785096;18,2308851652642;15
495;2017;4;49,37562976824529;15,187813662722721;16
496;2017;4;39,79624247145896;9,638816535753657;17
497;2017;4;30,29992919128174;7,718528602820455;18
498;2017;4;10,586731069754228;3,0299272402737993;19
499;2017;4;28,912492882806827;8,603821648608145;20
500;2017;4;61,7127712196729;19,405680474329014;21
501;2017;4;29,126386109501063;7,228687949666727;22
502;2017;4;59,89413596263622;17,758493353028065;23
503;2017;4;39,8968735176797;9,883286960651205;24
504;2017;3;55,62938339533962;17,935870973592106;1
505;2017;3;121,85832590969336;51,2444496511116;2
506;2017;3;32,49092567790524;8,265091234974188;3
507;2017;3;29,975925647657625;8,012103738024656;4
508;2017;3;46,21537746651841;14,16737183585357;5
509;2017;3;62,30700225296333;19,076953915608296;7
510;2017;3;32,16543574593796;8,470212670540503;6
511;2017;3;45,95812167017718;13,741494179292031;8
512;2017;3;21,350384380070757;5,43429504811395;9
513;2017;3;22,64536299508256;5,791142800512126;10
514;2017;3;69,13993701142644;22,780807976856142;11
515;2017;3;51,46525230494696;13,700651079810719;12
516;2017;3;35,70493177720565;9,964323465862444;13
517;2017;3;30,205990933031902;8,227833589371523;14
518;2017;3;60,8304131050389;18,10848135178631;15
519;2017;3;48,518658939500625;14,924361907723748;16
520;2017;3;39,839700806907416;9,649427484390076;17
521;2017;3;32,36688935995978;8,245115565495915;18
522;2017;3;15,477861790298098;4,429809174940647;19
523;2017;3;33,29182971658959;9,907366563740627;20
524;2017;3;60,90635563451515;19,152164898849556;21
525;2017;3;35,12104488438485;8,716515836151316;22
526;2017;3;65,74180473434595;19,492764396867877;23
527;2017;3;39,69537916123259;9,833448455500244;24
528;2017;2;56,272144161691315;18,104156481000473;1
529;2017;2;124,06139375642523;52,236738675121046;2
530;2017;2;25,97712106768351;6,608185687419579;3
531;2017;2;29,045524775453423;7,763587198662014;4
532;2017;2;35,54601117914412;10,897114883440475;5
533;2017;2;58,973528908003566;18,05661531060883;7
534;2017;2;31,38612136835505;8,265165616133114;6
535;2017;2;45,38933102824724;13,571663585663645;8
536;2017;2;19,965076445261992;5,0818187061685505;9
537;2017;2;22,403415894624064;5,729417105648426;10
538;2017;2;63,49352648099681;20,920811368324546;11
539;2017;2;16,203445806143563;4,313641371128342;12
540;2017;2;31,75860536139077;8,863231962926129;13
541;2017;2;30,089248025085933;8,196262181174568;14
542;2017;2;61,91013427666159;18,43063459528346;15
543;2017;2;46,02080512293318;14,1565144707972;16
544;2017;2;32,739420263626215;7,929941866624195;17
545;2017;2;26,96461612024698;6,869062671706707;18
546;2017;2;9,513970314868304;2,7229996991951935;19
547;2017;2;26,248619828709554;7,812000426302888;20
548;2017;2;52,26961123969867;16,436519275562326;21
549;2017;2;14,118988073971998;3,5041532386183105;22
550;2017;2;68,46322075955756;20,30130511507835;23
551;2017;2;38,18623365639289;9,459823731438563;24
552;2017;1;58,57400244920328;18,804855031011677;1
553;2017;1;108,36920836560806;45,687714654171046;2
554;2017;1;25,659350838021506;6,527341318167275;3
555;2017;1;28,62166053842791;7,65022534015797;4
556;2017;1;35,662220237763016;10,932503392025788;5
557;2017;1;57,65332959287443;17,652242570602198;7
558;2017;1;30,940600109644144;8,147787146784857;6
559;2017;1;44,907273687041226;13,427434245008815;8
560;2017;1;19,842489178645863;5,050590921688212;9
561;2017;1;22,756985962232346;5,81976940765058;10
562;2017;1;62,66928104575163;20,649049712429974;11
563;2017;1;16,19552414605418;4,311444393660782;12
564;2017;1;31,843012770179662;8,886706245725367;13
565;2017;1;29,522202363131044;8,041713210556319;14
566;2017;1;61,02302006782746;18,166254008454768;15
567;2017;1;46,02953874119518;14,158945655638249;16
568;2017;1;32,57548931482305;7,8901262912821775;17
569;2017;1;27,03676098842391;6,887390312005832;18
570;2017;1;9,545500193678896;2,7319835263877543;19
571;2017;1;26,52499173785465;7,89382704275053;20
