;Partido;Localidad;Link Indec;ADSL;CABLEMODEM;DIAL UP;FIBRA OPTICA;OTROS;SATELITAL;WIMAX;WIRELESS;Total general;id_provincia
1078;Presidente Roque Sáenz Peña;Laboulaye;14084030;1067;5738;0;1;1;0;0;1174;7981;7
1079;Presidente Roque Sáenz Peña;Melo;14084050;0;0;0;10;21;0;0;389;420;7
1080;Presidente Roque Sáenz Peña;Río Bamba;14084060;0;0;0;0;0;0;0;29;29;7
1081;Presidente Roque Sáenz Peña;Rosales;14084070;0;0;0;0;0;0;0;132;132;7
1082;Presidente Roque Sáenz Peña;Serrano;14084090;0;1033;0;0;0;1;0;81;1115;7
1083;Presidente Roque Sáenz Peña;San Joaquín;14084080;0;0;0;0;0;0;0;42;42;7
1084;Presidente Roque Sáenz Peña;Leguizamón;14084040;0;0;0;1;0;0;0;0;1;7
1085;Punilla;Bialet Massé;14091020;821;0;0;1;0;0;0;333;1155;7
1086;Punilla;Cabalango;14091030;0;0;0;0;0;0;0;207;207;7
1087;Punilla;Capilla del Monte;14091040;1560;457;0;0;0;0;0;282;2299;7
1088;Punilla;Casa Grande;14091050;0;0;0;0;0;0;0;57;57;7
1089;Punilla;Charbonier;14091060;0;0;0;0;0;0;0;102;102;7
1090;Punilla;Cosquín;14091070;1256;4855;0;0;0;0;0;113;6224;7
1091;Punilla;Cuesta Blanca;14091080;0;0;0;0;0;0;0;40;40;7
1092;Punilla;Estancia Vieja;14091090;0;0;0;0;0;0;0;216;216;7
1093;Punilla;Huerta Grande;14091100;0;130;0;1172;0;0;0;91;1393;7
1094;Punilla;La Cumbre;14091110;1007;0;0;0;0;0;0;179;1186;7
1095;Punilla;La Falda;14091120;1058;4842;0;9;0;0;0;24;5933;7
1096;Punilla;Las Jarillas;14091130;0;0;0;0;0;0;0;4;4;7
1097;Punilla;Los Cocos;14091140;206;0;0;0;0;0;0;52;258;7
1098;Punilla;Mayu Sumaj;14091160;0;131;0;0;0;0;0;49;180;7
1099;Punilla;San Antonio de Arredondo;14091180;0;1425;0;1;0;0;0;112;1538;7
1100;Punilla;San Esteban;14091190;61;0;0;0;0;0;0;42;103;7
1101;Punilla;San Roque;14091200;0;0;0;1;0;0;0;233;234;7
1102;Punilla;Santa María de Punilla;14091210;1234;0;0;2;1;0;0;113;1350;7
1103;Punilla;Tala Huasi;14091220;0;0;0;0;0;0;0;15;15;7
1104;Punilla;Tanti;14091230;0;0;0;0;225;0;0;373;598;7
1105;Punilla;Valle Hermoso;14091240;834;62;0;229;0;0;0;116;1241;7
1106;Punilla;Villa Carlos Paz;14091250;1765;22551;0;9;1;2;0;642;24970;7
1107;Punilla;Villa Giardino;14091270;885;0;0;634;0;0;0;297;1816;7
1108;Punilla;Villa Parque Siquimán;14091290;0;0;0;0;0;0;0;285;285;7
1109;Punilla;Villa Río Icho Cruz;14091300;0;0;0;0;0;0;0;147;147;7
1110;Punilla;Villa Santa Cruz del Lago;14091320;257;0;0;0;0;0;0;279;536;7
1111;Río Cuarto;Achiras;14098010;0;0;0;50;0;0;0;258;308;7
1112;Río Cuarto;Adelia María;14098020;353;2469;0;15;0;0;0;179;3016;7
1113;Río Cuarto;Alcira (Est. Gigena);14098030;429;0;0;884;0;1;0;0;1314;7
1114;Río Cuarto;ALPA CORRAL;14098040;0;0;0;0;160;0;0;0;160;7
1115;Río Cuarto;Berrotarán;14098050;570;1689;0;3;0;0;0;137;2399;7
1116;Río Cuarto;Bulnes;14098060;50;0;0;0;0;1;0;0;51;7
1117;Río Cuarto;Chaján;14098070;0;0;0;78;0;1;0;0;79;7
1118;Río Cuarto;Chucul;14098080;18;0;0;3;0;0;0;74;95;7
1119;Río Cuarto;Coronel Moldes;14098100;440;0;0;0;1340;0;0;0;1780;7
1120;Río Cuarto;Elena;14098110;120;0;0;596;0;0;0;86;802;7
1121;Río Cuarto;La Carolina;14098120;7;0;0;0;0;2;0;66;75;7
1122;Río Cuarto;Las Acequias;14098150;422;0;0;8;0;0;0;0;430;7
1123;Río Cuarto;LAS ALBAHACAS;14098160;8;0;0;0;14;0;0;0;22;7
1124;Río Cuarto;Las Higueras;14098170;195;574;0;738;0;0;0;0;1507;7
1125;Río Cuarto;Las Peñas;14098180;5;0;0;0;0;0;0;25;30;7
1126;Río Cuarto;Las Vertientes;14098190;46;0;0;25;0;0;0;0;71;7
1127;Río Cuarto;OTROS;Sin Datos;0;0;0;1;30;0;0;0;31;7
1128;Río Cuarto;Río Cuarto;14098230;5889;37344;1;22506;0;7;0;1063;66810;7
1129;Río Cuarto;SAMPACHO;14098240;550;0;0;30;1070;0;0;219;1869;7
1130;Río Cuarto;San Basilio;14098250;37;0;0;865;0;1;0;0;903;7
1131;Río Cuarto;Santa Catalina (Est. Holmberg);14098260;449;0;0;0;0;0;0;0;449;7
1132;Río Cuarto;Vicuña Mackenna;14098290;2237;1504;0;71;0;1;0;0;3813;7
1133;Río Cuarto;VILLA EL CHACAY;14098300;0;0;0;0;4;0;0;0;4;7
1134;Río Cuarto;Washington;14098320;0;0;0;0;0;0;0;38;38;7
1135;Río Cuarto;Coronel Baigorria;14098090;0;0;0;1;0;0;0;0;1;7
1136;Río Primero;Cañada de Machado;14105020;0;0;0;0;0;0;0;11;11;7
1137;Río Primero;Esquina;14105090;0;0;0;47;0;1;0;0;48;7
1138;Río Primero;La Para;14105110;0;1167;0;4;0;1;0;154;1326;7
1139;Río Primero;La Puerta;14105130;0;0;0;1;0;0;0;100;101;7
1140;Río Primero;Montecristo;14105190;217;0;0;1331;0;2;0;185;1735;7
1141;Río Primero;OTROS;Sin Datos;0;0;0;0;0;0;0;20;20;7
1142;Río Primero;Piquillín;14105210;148;0;0;0;0;0;0;0;148;7
1143;Río Primero;Río Primero;14105240;1184;0;0;703;0;0;0;187;2074;7
1144;Río Primero;Santa Rosa de Río Primero;14105260;363;0;0;806;0;0;0;339;1508;7
1145;Río Primero;Villa Fontana;14105270;0;0;0;225;0;0;0;180;405;7
1146;Río Primero;Diego de Rojas;14105060;0;0;0;1;0;0;0;0;1;7
1147;Río Primero;La Quinta;14105140;0;0;0;0;0;0;0;21;21;7
1148;Río Seco;Sebastián Elcano;14112110;0;0;0;2;0;0;0;0;2;7
1149;Río Seco;Villa de María;14112130;0;610;0;0;427;0;0;242;1279;7
1150;Río Seco;Cerro Colorado;14112010;0;0;0;0;0;0;0;60;60;7
1151;Río Seco;Rayo Cortado;14112080;0;0;0;0;0;0;0;57;57;7
1152;Río Segundo;Capilla del Carmen;14119030;0;149;0;0;0;0;0;14;163;7
1153;Río Segundo;Carrilobo;14119040;0;614;0;0;0;1;0;64;679;7
1154;Río Segundo;Colazo;14119050;0;0;0;2;0;1;0;0;3;7
1155;Río Segundo;Costasacate;14119070;126;0;0;153;0;0;0;12;291;7
1156;Río Segundo;Laguna Larga;14119090;709;0;0;1;0;0;0;704;1414;7
1157;Río Segundo;Las Junturas;14119100;62;0;0;514;0;1;0;0;577;7
1158;Río Segundo;Los Chañaritos;14119110;6;0;0;32;0;0;0;31;69;7
1159;Río Segundo;Luque;14119120;42;637;0;431;0;0;0;20;1130;7
1160;Río Segundo;Manfredi;14119130;69;0;0;4;0;0;0;0;73;7
1161;Río Segundo;Oncativo;14119150;2491;73;0;152;0;0;0;436;3152;7
1162;Río Segundo;Pilar;14119160;1875;0;0;207;377;2;0;1402;3863;7
1163;Río Segundo;Pozo del Molle;14119170;0;1892;0;0;0;0;0;0;1892;7
1164;Río Segundo;Rincón;14119180;0;135;0;0;0;0;0;17;152;7
1165;Río Segundo;Río Segundo;14119190;2302;0;0;510;580;0;0;1404;4796;7
1166;Río Segundo;Santiago Temple;14119200;94;653;0;0;0;1;0;81;829;7
1167;Río Segundo;Villa del Rosario;14119210;139;7257;0;1;0;0;0;71;7468;7
1168;Río Segundo;Calchín;14119010;0;985;0;0;0;0;0;0;985;7
1169;San Alberto;Arroyo Los Patos;14126020;0;40;0;20;0;0;0;5;65;7
1170;San Alberto;El Huayco;14126030;66;0;0;0;0;0;0;6;72;7
1171;San Alberto;La Cortadera;14126040;0;0;0;1;0;0;0;0;1;7
1172;San Alberto;Las Calles;14126050;0;0;0;12;0;0;0;47;59;7
1173;San Alberto;Las Rabonas;14126070;0;0;0;15;0;0;0;32;47;7
1174;San Alberto;Mina Clavero;14126090;1783;302;0;187;0;0;0;0;2272;7
1175;San Alberto;Nono;14126110;208;30;0;122;0;0;0;35;395;7
1176;San Alberto;San Huberto;14126130;0;0;0;3;0;0;0;27;30;7
1177;San Alberto;San Lorenzo;14126140;0;0;0;0;0;0;0;20;20;7
1178;San Alberto;San Pedro;14126160;0;0;0;6;0;0;0;403;409;7
1179;San Alberto;San Vicente;14126170;0;0;0;6;0;0;0;33;39;7
1180;San Alberto;Sauce Arriba;14126180;0;0;0;0;0;0;0;21;21;7
1181;San Alberto;Villa Cura Brochero;14126200;0;180;0;125;0;0;0;3;308;7
1182;San Alberto;Villa Sarmiento;14126210;1;0;0;0;0;0;0;423;424;7
1183;San Javier;Conlara;14133010;0;0;0;0;0;0;0;24;24;7
1184;San Javier;Cruz Caña;14133030;0;0;0;0;0;0;0;41;41;7
1185;San Javier;Dos Arroyos;14133040;0;0;0;0;0;0;0;5;5;7
1186;San Javier;El Pantanillo;14133050;0;0;0;0;0;0;0;4;4;7
1187;San Javier;La Paz;14133060;0;0;0;0;0;1;0;268;269;7
1188;San Javier;La Población;14133070;0;0;0;0;0;0;0;78;78;7
1189;San Javier;La Ramada;14133080;0;0;0;0;0;0;0;14;14;7
1190;San Javier;La Travesía;14133090;0;0;0;0;0;0;0;49;49;7
1191;San Javier;Las Chacras;14133095;0;0;0;2;0;0;0;0;2;7
1192;San Javier;Las Tapias;14133100;0;0;0;0;0;0;0;251;251;7
1193;San Javier;Loma Bola;14133105;0;0;0;0;0;0;0;20;20;7
1194;San Javier;Los Cerrillos;14133110;0;0;0;0;0;0;0;64;64;7
1195;San Javier;Los Hornillos;14133120;266;0;0;0;0;0;0;43;309;7
1196;San Javier;Los Molles;14133130;0;0;0;0;0;0;0;36;36;7
1197;San Javier;Los Romeros;14133040;0;0;0;0;0;0;0;9;9;7
1198;San Javier;Luyaba;14133150;0;0;0;0;0;0;0;124;124;7
1199;San Javier;Quebracho Ladeado;14133155;0;0;0;0;0;0;0;10;10;7
1200;San Javier;Quebrada de los Pozos;14133160;0;0;0;0;0;1;0;81;82;7
1201;San Javier;San Javier y Yacanto;14133170;0;0;0;0;0;0;0;280;280;7
1202;San Javier;San José;14133180;0;0;0;0;0;0;0;69;69;7
1203;San Javier;Villa de las Rosas;14133190;0;0;0;0;0;0;0;329;329;7
1204;San Javier;Villa Dolores;14133200;827;779;0;5177;0;0;0;2167;8950;7
1205;San Javier;Villa La Viña;14133210;0;0;0;0;0;0;0;6;6;7
1206;San Justo;Alicia;14140010;0;337;0;871;0;63;0;0;1271;7
1207;San Justo;Altos de Chipión;14140020;606;0;0;0;0;1;0;0;607;7
1208;San Justo;Arroyito;14140030;486;5602;0;3417;0;1;61;103;9670;7
1209;San Justo;Brinkmann;14140050;168;0;0;2547;0;0;0;0;2715;7
1210;San Justo;Colonia Anita;14140060;0;0;0;0;0;0;0;4;4;7
1211;San Justo;Colonia Las Pichanas;14140080;0;0;0;0;0;0;0;43;43;7
1212;San Justo;Colonia Marina;14140090;0;39;0;352;0;1;0;128;520;7
1213;San Justo;Colonia San Bartolomé;14140110;0;0;0;0;0;0;0;403;403;7
1214;San Justo;Devoto;14140160;555;0;0;2;1;0;0;0;558;7
1215;San Justo;El Arañado;14140170;0;479;0;0;0;1;0;66;546;7
1216;San Justo;El Fuertecito;14140190;0;0;0;0;0;0;0;9;9;7
1217;San Justo;El Tío;14140200;27;526;0;126;0;0;0;0;679;7
1218;San Justo;Estación Luxardo;14140210;0;0;0;0;0;0;0;36;36;7
1219;San Justo;Freyre;14140220;253;2167;0;214;0;0;0;74;2708;7
1220;San Justo;La Francia;14140230;620;0;0;495;0;0;0;119;1234;7
1221;San Justo;La Tordilla;14140250;435;0;0;0;0;0;0;45;480;7
1222;San Justo;Las Varillas;14140270;450;0;0;6965;0;1;0;0;7416;7
1223;San Justo;Marull;14140280;0;0;0;626;0;1;0;145;772;7
1224;San Justo;Miramar;14140290;0;1038;0;0;0;0;0;116;1154;7
1225;San Justo;Morteros;14140300;193;0;0;6554;0;0;0;0;6747;7
1226;San Justo;Plaza Luxardo;14140310;0;0;0;0;0;0;0;6;6;7
1227;San Justo;Plaza San Francisco;14140320;0;0;0;0;0;0;0;9;9;7
1228;San Justo;Porteña;14140330;804;0;0;1123;0;0;0;70;1997;7
1229;San Justo;Quebracho Herrado;14140340;0;0;0;0;0;0;0;22;22;7
1230;San Justo;Sacanta;14140350;0;923;0;257;0;1;0;120;1301;7
1231;San Justo;San Francisco;14140360;2954;16500;0;7;60;0;0;1226;20747;7
1232;San Justo;Saturnino María Laspiur;14140370;0;758;0;0;0;1;0;0;759;7
1233;San Justo;Tránsito;14140400;71;0;0;0;0;0;0;106;177;7
1234;San Justo;Villa Concepción del Tío;14140420;0;245;0;0;0;0;0;132;377;7
1235;San Justo;Villa San Esteban;14140440;0;0;0;0;0;0;0;28;28;7
1236;San Justo;Toro Pujio;14140390;77;0;0;0;0;0;0;0;77;7
1237;San Justo;Colonia Vignaud;14140150;94;0;0;102;0;0;0;0;196;7
1238;San Justo;Seeber;14140380;66;0;0;0;0;0;0;0;66;7
1239;San Justo;El Fortín;14140180;0;449;0;0;0;0;0;71;520;7
1240;San Justo;Las Varas;14140260;0;0;0;148;11;0;0;0;159;7
1241;San Justo;Villa del Tránsito;14140430;0;0;0;0;0;0;0;65;65;7
1242;San Justo;La Paquita;14140240;220;0;0;0;2;0;0;126;348;7
1243;San Justo;Transito;Sin Datos;0;943;0;133;0;0;0;0;1076;7
1244;Santa María;Alta Gracia;14147010;3150;1434;0;11382;0;0;0;327;16293;7
1245;Santa María;Anisacate;14147020;386;0;0;0;0;0;0;107;493;7
1246;Santa María;Despeñaderos;14147080;1287;0;0;236;0;0;0;158;1681;7
1247;Santa María;La Cumbrecita;14147280;0;0;0;0;0;0;0;2;2;7
1248;Santa María;La Paisanita;14147150;32;0;0;0;0;0;0;1;33;7
1249;Santa María;La Rancherita;14147170;0;0;0;0;0;0;0;1;1;7
1250;Santa María;La Serranita;14147180;0;0;0;0;0;0;0;1;1;7
1251;Santa María;Lozada;14147200;0;0;0;0;0;0;0;1;1;7
1252;Santa María;Malagueño;14147210;46;0;0;15;0;0;0;383;444;7
1253;Santa María;Monte Ralo;14147220;0;0;0;0;0;0;0;23;23;7
1254;Santa María;OTROS;Sin Datos;0;0;0;0;0;0;0;602;602;7
1255;Santa María;Potrero de Garay;14147230;0;0;0;4;0;0;0;952;956;7
1256;Santa María;Rafael García;14147240;0;0;0;0;0;0;0;1;1;7
1257;Santa María;San Nicolás;14147260;5;0;0;0;0;0;0;0;5;7
1258;Santa María;Toledo;14147280;517;0;0;163;0;0;0;4;684;7
1259;Santa María;Valle de Anisacate;14147300;0;0;0;0;0;0;0;62;62;7
1260;Santa María;Villa Ciudad de América (Loteo Diego de Rojas);14147310;0;0;0;0;0;0;0;266;266;7
1261;Santa María;Villa del Prado;14147320;0;0;0;0;0;0;0;49;49;7
1262;Santa María;Villa La Bolsa;14147330;0;0;0;0;0;0;0;54;54;7
1263;Santa María;Villa Los Aromos;14147340;96;0;0;0;0;0;0;62;158;7
1264;Santa María;Villa Parque Santa Ana;14147350;258;0;0;0;0;0;0;0;258;7
1265;Santa María;Villa San Isidro - José de la Quintana;14147360;0;0;0;0;0;0;0;63;63;7
1266;Santa María;La Donosa;14147280;0;0;0;0;0;0;0;74;74;7
1267;Santa María;La Carbonada;14147130;2861;0;0;0;0;0;0;0;2861;7
1268;Santa María;José de la Quintana;14147115;0;0;0;0;0;0;0;10;10;7
1269;Sobremonte;San Francisco del Chañar;14154050;0;0;0;1;0;1;0;0;2;7
1270;Sobremonte;Caminiaga;14154010;0;0;0;2;0;0;0;0;2;7
1271;Tercero Arriba;Almafuerte;14161010;765;2528;0;294;0;0;0;408;3995;7
1272;Tercero Arriba;Colonia Almada;14161020;0;0;0;0;0;0;0;1;1;7
1273;Tercero Arriba;Corralito;14161030;0;0;0;151;265;1;0;41;458;7
1274;Tercero Arriba;General Fotheringham;14161050;29;0;0;0;0;0;0;40;69;7
1275;Tercero Arriba;Hernando;14161060;353;3031;0;3;0;0;0;0;3387;7
1276;Tercero Arriba;James Craik;14161070;203;682;0;2;0;0;0;637;1524;7
1277;Tercero Arriba;Las Isletillas;14161080;0;0;0;0;0;0;0;8;8;7
1278;Tercero Arriba;Las Perdices;14161090;935;0;0;0;0;1;0;33;969;7
1279;Tercero Arriba;Oliva;14161110;1473;0;0;1893;0;0;0;162;3528;7
1280;Tercero Arriba;Pampayasta Sur;14161130;0;0;0;3;0;1;0;0;4;7
1281;Tercero Arriba;Río Tercero;14161150;190;8785;0;10001;0;2;0;1131;20109;7
1282;Tercero Arriba;Tancacha;14161160;1305;0;0;0;0;1;0;194;1500;7
1283;Tercero Arriba;Villa Ascasubi;14161170;0;0;0;0;0;0;0;825;825;7
1284;Tercero Arriba;Pampayasta Norte;14161120;0;0;0;0;0;0;0;1;1;7
1285;Tercero Arriba;Punta del Agua;14161140;0;0;0;0;0;0;0;1;1;7
1286;Tercero Arriba;Dalmacio Vélez;14161040;0;0;0;460;0;0;0;0;460;7
1287;Totoral;Las Peñas;14168060;31;0;0;0;0;0;0;231;262;7
1288;Totoral;SARMIENTO;14168090;65;0;0;0;0;0;0;0;65;7
1289;Totoral;Sinsacate;14168110;55;0;0;854;0;0;0;12;921;7
1290;Totoral;Villa del Totoral;14168120;504;0;0;739;1702;0;0;418;3363;7
1291;Tulumba;Las Arrias;14175050;7;0;0;0;0;0;0;0;7;7
1292;Tulumba;San José de la Dormida;14175080;116;0;0;0;0;1;0;263;380;7
1293;Tulumba;Villa Tulumba;14175110;0;0;0;2;0;0;0;169;171;7
1294;Tulumba;San Pedro Norte;14175100;0;0;0;0;0;0;0;62;62;7
1295;Tulumba;Rosario del Saladillo;14175070;0;0;0;2;0;0;0;0;2;7
1296;Unión;Alto Alegre;14182020;140;155;0;1;0;0;0;0;296;7
1297;Unión;Ballesteros;14182040;591;0;0;76;0;0;0;65;732;7
1298;Unión;Ballesteros Sur;14182050;0;0;0;1;0;0;0;70;71;7
1299;Unión;Bell Ville;14182060;555;8006;0;3331;0;0;0;0;11892;7
1300;Unión;Benjamín Gould;14182070;0;0;0;0;0;0;0;76;76;7
1301;Unión;Canals;14182080;172;0;0;515;0;0;0;419;1106;7
1302;Unión;Chilibroste;14182090;146;0;0;1;0;0;0;6;153;7
1303;Unión;Cintra;14182100;315;0;0;1;0;1;0;76;393;7
1304;Unión;Idiazabal;14182130;0;0;0;459;0;1;0;2;462;7
1305;Unión;Justiniano Posse;14182140;0;0;0;2871;0;0;0;1;2872;7
1306;Unión;Laborde;14182150;167;0;0;0;0;0;0;0;167;7
1307;Unión;Monte Maíz;14182170;674;1766;0;339;0;0;0;0;2779;7
1308;Unión;Morrison;14182180;947;0;0;220;0;0;0;0;1167;7
1309;Unión;Noetinger;14182190;0;0;0;917;0;0;0;222;1139;7
1310;Unión;Ordóñez;14182200;229;0;0;668;0;0;0;0;897;7
1311;Unión;Pascanas;14182210;242;0;0;0;0;0;0;14;256;7
1312;Unión;Pueblo Italiano;14182220;0;78;0;0;0;1;0;0;79;7
1313;Unión;Ramón J. Cárcano;14182230;0;0;0;0;0;0;0;20;20;7
1314;Unión;San Antonio de Litín;14182240;368;0;0;1;6;0;0;54;429;7
1315;Unión;San Marcos;14182250;118;0;0;3;0;0;0;0;121;7
1316;Unión;Viamonte;14182270;29;0;0;0;0;0;0;0;29;7
1317;Unión;Wenceslao Escalante;14182290;31;85;0;0;0;1;0;10;127;7
1318;Unión;Colonia Bismarck;14182110;0;7;0;0;0;0;0;15;22;7
1319;Bella Vista;Bella Vista;18007010;1255;600;0;0;100;2;0;600;2557;6
1320;Berón de Astrada;Berón de Astrada;18014010;0;0;0;0;0;1;0;0;1;6
1321;Capital;Corrientes;18021020;13293;62144;4;12703;7;3;0;1310;89464;6
1322;Capital;Laguna Brava;18021030;0;0;0;0;0;1;0;0;1;6
1323;Capital;Riachuelo;18021040;0;0;0;0;0;1;0;171;172;6
1324;Capital;San Cayetano;18021050;0;0;0;0;0;1;0;0;1;6
1325;Concepción;Concepción;18028010;0;0;0;0;0;1;0;23;24;6
1326;Concepción;Santa Rosa;18028020;0;0;0;0;3;0;0;20;23;6
1327;Concepción;Tabay;18028030;0;0;0;0;0;1;0;19;20;6
1328;Concepción;Tatacua;18028040;0;0;0;0;0;1;0;0;1;6
1329;Curuzú Cuatiá;Cazadores Correntinos;18035010;0;0;0;0;0;1;0;14;15;6
1330;Curuzú Cuatiá;Curuzú Cuatiá;18035020;849;0;0;5899;3030;4;0;553;10335;6
1331;Curuzú Cuatiá;Perugorría;18035030;0;0;0;0;0;1;0;89;90;6
1332;Empedrado;El Sombrero;18042010;5;0;0;0;0;1;0;2;8;6
1333;Empedrado;Empedrado;18042020;731;300;0;0;0;2;0;103;1136;6
1334;Esquina;Esquina;18049010;406;0;0;1184;1500;1;0;477;3568;6
1335;Esquina;Pueblo Libertador;18049020;0;0;0;0;0;1;0;0;1;6
1336;General Alvear;Alvear;18056010;503;0;0;0;0;2;0;0;505;6
1337;General Paz;Itá Ibaté;18063010;143;1;0;0;0;3;0;6;153;6
1338;General Paz;Lomas de Vallejos;18063020;0;0;0;0;0;1;0;0;1;6
1339;General Paz;Nuestra Señora del Rosario de Caá Catí;18063030;0;1;0;0;0;0;0;98;99;6
1340;General Paz;Palmar Grande;18063040;0;0;0;0;0;1;0;10;11;6
1341;Goya;Colonia Carolina;18070010;0;0;0;0;0;1;0;2;3;6
1342;Goya;Goya;18070020;2417;13940;0;4153;41;4;0;1;20556;6
1343;ItatÍ;Itatí;18077010;413;0;0;0;0;1;0;26;440;6
1344;ItatÍ;Ramada Paso;18077020;0;0;0;0;0;0;0;3;3;6
1345;Ituzaingó;Colonia Liebig's;18084010;0;276;0;0;0;1;0;32;309;6
1346;Ituzaingó;Ituzaingó;18084020;1569;0;0;0;1;2;0;0;1572;6
1347;Ituzaingó;Villa Olivari;18084050;0;0;0;0;0;1;0;16;17;6
1348;Lavalle;Gobernador Juan E. Martínez;18091020;0;0;0;96;0;1;0;34;131;6
1349;Lavalle;Lavalle;18091030;0;0;0;0;0;1;0;1;2;6
1350;Lavalle;Santa Lucía;18091040;28;0;0;820;0;1;0;2;851;6
1351;Mburucuyá;Mburucuyá;18098010;0;0;0;0;0;2;0;49;51;6
1352;Mercedes;Felipe Yofré;18105010;0;0;0;0;0;2;0;0;2;6
1353;Mercedes;Mariano I. Loza  (Est. Justino Solari);18105020;0;0;0;0;0;1;0;1;2;6
1354;Mercedes;Mercedes;18105030;1721;1971;0;554;0;6;0;2003;6255;6
1355;Monte Caseros;Juan Pujol;18112030;0;0;0;0;0;2;0;228;230;6
1356;Monte Caseros;Mocoretá;18112040;34;0;0;244;0;1;0;49;328;6
1357;Monte Caseros;Monte Caseros;18112050;1747;0;0;1016;18;1;0;1419;4201;6
1358;Monte Caseros;Colonia Libertad;18112010;0;0;0;0;0;0;0;41;41;6
1359;Monte Caseros;Parada Acuña;18112060;0;0;0;0;0;0;0;10;10;6
1360;Monte Caseros;Estación Libertad;18112020;0;0;0;0;0;0;0;4;4;6
1361;Monte Caseros;Parada Labougle;18112070;0;0;0;0;0;0;0;7;7;6
1362;OTROS;OTROS;Sin Datos;0;0;0;0;30;0;0;0;30;6
1363;Paso de los Libres;Bonpland;18119010;0;0;0;0;0;1;0;56;57;6
1364;Paso de los Libres;Paso de los Libres;18119030;4251;0;0;5;0;4;59;0;4319;6
1365;Paso de los Libres;Parada Pucheta;18119020;0;0;0;0;0;0;0;37;37;6
1366;Saladas;Saladas;18126010;808;0;0;0;0;2;0;0;810;6
1367;Saladas;San Lorenzo;18126020;0;0;0;75;50;1;0;18;144;6
1368;San Cosme;Paso de la Patria;18133020;0;0;0;0;130;1;0;60;191;6
1369;San Cosme;San Cosme;18133030;109;0;0;0;150;1;0;9;269;6
1370;San Cosme;Santa Ana;18133040;0;0;0;0;88;0;0;30;118;6
1371;San Luis del Palmar;San Luis del Palmar;18140010;0;0;0;0;0;1;0;0;1;6
1372;San Martín;La Cruz;18147030;301;0;0;0;0;1;0;0;302;6
1373;San Miguel;Loreto;18154010;0;0;0;0;0;1;0;36;37;6
1374;San Miguel;San Miguel;18154020;0;0;0;0;0;1;0;118;119;6
1375;San Roque;Chavarría;18161010;0;0;0;0;0;2;0;0;2;6
1376;San Roque;Pedro R. Fernández (Est. Manuel F. Mantilla);18161040;0;0;0;0;0;1;0;0;1;6
1377;San Roque;San Roque;18161050;0;0;0;0;0;2;0;0;2;6
1378;Santo Tomé;Gobernador Igr. Valentín Virasoro;18168030;1100;0;0;3;1;5;0;0;1109;6
1379;Santo Tomé;José Rafael Gómez;18168010;0;0;0;0;0;0;0;28;28;6
1380;Santo Tomé;Santo Tomé;18168040;2355;0;0;0;0;2;0;1267;3624;6
1381;Sauce;Sauce;18175010;0;1050;0;0;0;2;0;0;1052;6
1382;Colón;Arroyo Barú;30008010;0;0;0;18;0;1;0;76;95;8
1383;Colón;Colón;30008020;1276;1719;0;1717;160;6;0;1405;6283;8
1384;Colón;Colonia Hugues;30008030;0;0;0;0;0;0;0;66;66;8
1385;Colón;Hocker;30008050;0;0;0;0;0;1;0;10;11;8
1386;Colón;La Clarita;30008060;0;0;0;0;0;0;0;34;34;8
1387;Colón;Pueblo Liebig's;30008080;0;0;0;0;0;0;0;159;159;8
1388;Colón;San José;30008090;988;0;0;0;700;0;0;380;2068;8
1389;Colón;Ubajay;30008100;18;0;0;92;0;0;0;227;337;8
1390;Colón;Villa  Elisa;30008110;803;1;0;947;5;0;0;262;2018;8
1391;Colón;Hambis;30008040;0;0;0;0;0;0;0;6;6;8
1392;Colón;Pueblo Cazes;30008070;0;0;0;0;0;0;0;23;23;8
1393;Colón;El Brillante;30008100;0;0;0;0;0;0;0;51;51;8
1394;Concordia;Concordia;30015060;7823;113;0;4279;1;1;0;654;12871;8
1395;Concordia;Clodomiro Ledesma;30015020;0;0;0;0;0;0;0;3;3;8
1396;Concordia;Pedernal;30015130;0;0;0;0;0;0;0;33;33;8
1397;Concordia;La Criolla;30015090;0;0;0;0;0;0;0;27;27;8
1398;Concordia;Los Charrúas;30015100;0;0;0;0;0;0;0;44;44;8
1399;Concordia;Calabacilla;30015010;0;0;0;0;0;0;0;13;13;8
1400;Concordia;Colonia Ayuí;30015030;0;0;0;0;0;0;0;12;12;8
1401;Concordia;Estación Yeruá;30015080;0;0;0;0;0;0;0;8;8;8
1402;Concordia;Estación Yuquerí;30015083;0;0;0;0;0;0;0;5;5;8
1403;Concordia;Estancia Grande;30015087;0;0;0;0;0;0;0;5;5;8
1404;Concordia;Nueva Escocia;30015110;0;0;0;0;0;0;0;7;7;8
1405;Concordia;Osvaldo Magnasco;30015120;0;0;0;0;0;0;0;13;13;8
1406;Concordia;Puerto Yeruá;30015140;0;0;0;0;0;0;0;11;11;8
1407;Diamante;Aldea Brasilera;30021010;0;0;0;0;0;0;0;46;46;8
1408;Diamante;Aldea Protestante;30021020;5;0;0;0;153;0;0;55;213;8
1409;Diamante;Aldea Spatzenkutter;30021050;0;0;0;0;0;0;0;45;45;8
1410;Diamante;Aldea Valle María;30021060;0;0;0;85;0;0;224;26;335;8
1411;Diamante;Colonia Ensayo;30021070;0;0;0;0;0;0;0;10;10;8
1412;Diamante;Diamante;30021080;2207;1130;0;0;0;0;0;390;3727;8
