;Partido;Localidad;Link Indec;ADSL;CABLEMODEM;DIAL UP;FIBRA OPTICA;OTROS;SATELITAL;WIMAX;WIRELESS;Total general;id_provincia
744;Capital;San Fernando del Valle de Catamarca;10049030;7262;10964;1;39895;0;1;0;14;58137;3
745;El Alto;El Alto;10056010;0;0;0;0;0;1;0;28;29;3
746;El Alto;Tapso;10056050;0;0;0;0;0;1;0;0;1;3
747;La Paz;Icaño;10070070;0;0;0;0;0;1;0;0;1;3
748;La Paz;Recreo;10070140;171;13;0;1561;0;1;0;5;1751;3
749;La Paz;San Antonio;10070150;0;0;0;0;0;0;0;26;26;3
750;La Paz;Quirós;10070120;0;0;0;0;0;0;0;27;27;3
751;Paclín;La Merced;10077050;71;0;0;0;0;4;0;5;80;3
752;Paclín;La Viña;10077060;0;0;0;0;0;0;0;10;10;3
753;Paclín;Las Lajas;10077070;0;0;0;0;0;1;0;0;1;3
754;Paclín;San Antonio;10077100;0;0;0;0;0;1;0;7;8;3
755;Pomán;Mutquin;10084060;0;0;0;0;0;1;0;0;1;3
756;Pomán;Pomán;10084070;0;0;0;0;0;2;0;0;2;3
757;Pomán;San Miguel;10084090;0;0;0;0;0;0;0;7;7;3
758;Pomán;Saujil;10084100;0;0;0;0;0;1;0;169;170;3
759;Pomán;Siján;10084110;0;0;0;0;0;1;0;0;1;3
760;Pomán;Colpes;10084030;0;0;0;0;0;0;0;16;16;3
761;Santa María;La Loma;10091100;0;0;0;0;0;1;0;0;1;3
762;Santa María;San José;10091140;0;0;0;0;0;1;0;0;1;3
763;Santa María;Santa María;10091150;0;0;0;0;2151;1;0;0;2152;3
764;Santa Rosa;Alijilán;10098010;0;0;0;0;0;2;0;0;2;3
765;Santa Rosa;Bañado de Ovanta;10098020;0;0;0;0;0;1;0;0;1;3
766;Santa Rosa;Lavalle;10098040;0;0;0;0;0;1;0;0;1;3
767;Santa Rosa;Los Altos;10098050;0;0;0;0;0;1;0;6;7;3
768;Tinogasta;Fiambalá;10105110;0;0;0;8;0;3;0;7;18;3
769;Tinogasta;Tinogasta;10105180;486;0;0;1828;0;2;0;0;2316;3
770;Valle Viejo;El Portezuelo;10112010;0;0;0;0;0;6;0;0;6;3
771;Valle Viejo;San Isidro;10112040;0;0;0;2697;0;0;0;5;2702;3
772;Valle Viejo;Santa Rosa;10112030;0;0;0;759;0;0;0;5;764;3
773;Valle Viejo;Villa Dolores;10112030;0;0;0;103;0;0;0;5;108;3
774;Valle Viejo;Sumalao;10112030;0;0;0;1;0;0;0;5;6;3
775;Valle Viejo;Polcos;10112030;0;0;0;213;0;0;0;0;213;3
776;Valle Viejo;Pozo Del Mistol;10112030;0;0;0;18;0;0;0;0;18;3
777;Valle Viejo;El Bañado;10112030;0;0;0;7;0;0;0;0;7;3
778;Fray Mamerto Esquiú;San Antonio;10063050;0;0;0;4;0;0;0;0;4;3
779;Fray Mamerto Esquiú;Villa Las Pirquitas;10063050;0;0;0;0;0;1;0;0;1;3
780;Fray Mamerto Esquiú;La Carrera;10063050;0;0;0;0;0;1;0;0;1;3
781;Fray Mamerto Esquiú;El Hueco;10063050;0;0;0;26;0;0;0;0;26;3
782;Fray Mamerto Esquiú;La Falda De San Antonio;10063050;0;0;0;0;0;0;0;5;5;3
783;Fray Mamerto Esquiú;La Tercena;10063050;0;0;0;0;0;0;0;5;5;3
784;12 de Octubre;Gancedo;22036010;0;0;0;26;0;2;0;103;131;4
785;12 de Octubre;General Pinedo;22036030;182;0;0;538;0;2;0;1;723;4
786;1º de Mayo;Colonia Benítez;22126020;136;0;0;11;0;1;0;2;150;4
787;1º de Mayo;Margarita Belén;22126030;337;0;0;0;0;0;0;261;598;4
788;2 de Abril;Hermoso Campo;22039010;0;28;0;203;0;1;0;0;232;4
789;2 de Abril;Itín;22039020;0;0;0;38;478;0;0;0;516;4
790;25 de Mayo;Colonia Aborigen;22168010;0;0;0;0;0;0;0;46;46;4
791;25 de Mayo;Machagai;22168020;334;358;0;45;0;0;0;269;1006;4
792;9 de Julio;Las Breñas;22105010;1226;0;0;74;0;1;0;0;1301;4
793;Almirante Brown;Concepción del Bermejo;22007010;0;0;0;373;0;2;0;230;605;4
794;Almirante Brown;Los Frentones;22007020;0;0;0;344;0;1;0;0;345;4
795;Almirante Brown;Pampa del Infierno;22007030;0;0;0;1375;0;5;0;65;1445;4
796;Almirante Brown;Taco Pozo;22007050;0;0;0;416;0;4;0;0;420;4
797;Bermejo;General Vedia;22014010;141;0;0;30;0;1;0;155;327;4
798;Bermejo;Isla del Cerrito;22014020;0;0;0;0;0;1;0;0;1;4
799;Bermejo;La Leonesa;22014030;518;0;0;0;0;0;0;228;746;4
800;Bermejo;Las Palmas;22014040;0;0;0;46;0;1;0;296;343;4
801;Bermejo;Puerto Bermejo Nuevo;22014050;0;0;0;14;0;0;0;78;92;4
802;Bermejo;Puerto Eva Perón;22014070;0;0;0;15;0;1;0;41;57;4
803;Chacabuco;Charata;22028010;1812;0;0;1277;0;2;0;230;3321;4
804;Comandante Fernández;Presidencia Roque Sáenz Peña;22021010;3176;129;0;6501;24;2;0;116;9948;4
805;Fray Justo Santa María De Oro;Chorotis;22043010;0;0;0;0;25;0;0;0;25;4
806;Fray Justo Santa María De Oro;OTROS;Sin Datos;0;0;0;0;60;0;0;0;60;4
807;Fray Justo Santa María De Oro;Santa Sylvina;22043020;0;32;0;0;950;1;0;0;983;4
808;General Belgrano;Corzuela;22049010;156;0;0;48;0;1;0;28;233;4
809;General Donovan;La Escondida;22056010;50;272;0;189;0;2;0;0;513;4
810;General Donovan;La Verde;22056020;14;0;0;39;460;2;0;0;515;4
811;General Donovan;Lapachito;22056030;1;0;0;61;0;0;0;0;62;4
812;General Donovan;Makallé;22056040;35;427;0;0;12;1;0;0;475;4
813;General Güemes;El Espinillo;22063010;0;0;0;0;0;1;0;0;1;4
814;General Güemes;El Sauzal;22063020;0;0;0;0;0;2;0;62;64;4
815;General Güemes;El Sauzalito;22063030;0;0;0;0;0;1;0;0;1;4
816;General Güemes;Fortín Lavalle;22063040;0;0;0;0;0;0;0;36;36;4
817;General Güemes;Fuerte Esperanza;22063050;0;0;0;8;0;2;0;0;10;4
818;General Güemes;Juan José Castelli;22063060;542;0;0;294;0;0;0;690;1526;4
819;General Güemes;Miraflores;22063070;0;0;0;0;0;0;0;630;630;4
820;General Güemes;Nueva Pompeya;22063080;0;0;0;1;0;3;0;308;312;4
821;General Güemes;Villa Río Bermejito;22063100;4;0;0;194;0;2;0;222;422;4
822;General Güemes;Wichi;22063110;0;0;0;0;0;2;0;91;93;4
823;Independencia;Avia Terai;22070010;80;0;0;42;0;1;0;1;124;4
824;Independencia;Campo Largo;22070020;120;0;0;482;3;0;0;0;605;4
825;Libertad;Laguna Blanca;22077030;0;0;0;0;0;2;0;6;8;4
826;Libertad;Puerto Tirol;22077040;500;1;0;375;0;0;0;73;949;4
827;Libertad;Colonia Popular;22077010;0;0;0;0;0;0;0;5;5;4
828;Libertador General San Martín;Ciervo Petiso;22084010;0;0;0;0;46;1;0;0;47;4
829;Libertador General San Martín;General José de San Martín;22084020;465;1053;0;5092;0;0;0;450;7060;4
830;Libertador General San Martín;La Eduvigis;22084030;0;0;0;0;0;1;0;0;1;4
831;Libertador General San Martín;Laguna Limpia;22084040;0;0;0;0;0;0;0;81;81;4
832;Libertador General San Martín;Pampa Almirón;22084050;0;0;0;26;0;0;0;27;53;4
833;Libertador General San Martín;Pampa del Indio;22084060;0;0;0;25;0;2;0;515;542;4
834;Libertador General San Martín;Presidencia Roca;22084070;0;0;0;13;0;2;0;119;134;4
835;Maipú;Tres Isletas;22091010;414;0;0;0;0;0;0;77;491;4
836;Mayor Luis J. Fontana;Coronel Du Graty;22098010;122;73;0;264;0;1;0;516;976;4
837;Mayor Luis J. Fontana;Enrique Urién;22098020;0;0;0;37;0;0;0;0;37;4
838;Mayor Luis J. Fontana;Villa Angela;22098030;2515;1;0;852;0;0;0;406;3774;4
839;O Higgins;La Clotilde;22112010;0;32;0;78;116;1;0;0;227;4
840;O Higgins;La Tigra;22112020;1;0;0;0;252;1;0;0;254;4
841;O Higgins;San Bernardo;22112030;147;0;0;14;38;3;0;0;202;4
842;OTROS;OTROS;Sin Datos;0;0;0;0;24;0;0;0;24;4
843;Presidencia de la Plaza;Presidencia de la Plaza;22119010;196;550;0;58;0;0;0;1;805;4
844;Quitilipi;Quitilipi;22133010;813;0;0;69;0;0;0;123;1005;4
845;Quitilipi;Villa El Palmar;22133020;0;0;0;0;0;0;0;43;43;4
846;San Fernando;Barranqueras;22140010;115;3867;0;146;0;0;0;15;4143;4
847;San Fernando;Basail;22140020;97;67;0;0;0;1;0;57;222;4
848;San Fernando;Fontana;22140040;0;0;0;110;0;0;0;147;257;4
849;San Fernando;OTROS;Sin Datos;0;0;0;0;0;3;0;0;3;4
850;San Fernando;Puerto Vilelas;22140050;0;0;0;9;0;1;0;0;10;4
851;San Fernando;Resistencia;22140060;10333;54375;5;26973;2;6;0;193;91887;4
852;San Lorenzo;Samuhú;22147010;0;0;0;0;0;1;0;0;1;4
853;San Lorenzo;Villa Berthet;22147020;0;0;0;32;0;1;0;755;788;4
854;Sargento Cabral;Capitán Solari;22154010;0;0;0;81;0;0;0;30;111;4
855;Sargento Cabral;Colonia Elisa;22154020;0;0;0;0;0;2;0;0;2;4
856;Sargento Cabral;Colonias Unidas;22154030;0;0;0;320;0;0;0;15;335;4
857;Sargento Cabral;Las Garcitas;22154050;0;0;0;0;0;1;0;114;115;4
858;Tapenagá;Charadai;22161010;0;0;0;27;0;1;0;0;28;4
859;Biedma;Arroyo Verde;26007010;0;0;0;0;0;3;0;0;3;5
860;Biedma;Puerto Madryn;26007020;3648;24546;200;3781;5283;11;0;2756;40225;5
861;Biedma;Puerto Pirámide;26007030;0;0;0;0;0;1;0;37;38;5
862;Biedma;Quinta El Mirador;26007040;0;0;0;0;0;0;0;22;22;5
863;Biedma;Reserva Area Protegida El Doradillo;26007050;0;0;0;0;0;0;0;127;127;5
864;Cushamen;Cholila;26014020;0;0;1;0;0;1;0;0;2;5
865;Cushamen;El Hoyo;26014040;174;0;0;485;0;0;0;712;1371;5
866;Cushamen;Epuyén;26014060;1184;0;0;0;0;0;0;0;1184;5
867;Cushamen;Gualjaina;26014070;0;0;0;0;0;2;0;0;2;5
868;Cushamen;Lago Puelo;26014090;290;0;0;134;0;0;0;729;1153;5
869;Cushamen;Leleque;26014100;0;0;0;0;0;3;0;0;3;5
870;Cushamen;El Maitén;26014050;0;0;0;0;0;0;0;625;625;5
871;Escalante;Comodoro Rivadavia;26021030;19602;13126;248;1739;336;43;0;16687;51781;5
872;Escalante;Diadema Argentina;26021040;0;0;0;0;0;0;0;328;328;5
873;Escalante;Rada Tilly;26021050;1143;1;34;1206;54;0;0;418;2856;5
874;Escalante;Acceso Norte;26021020;0;0;0;0;0;2;0;0;2;5
875;Escalante;Barrio Caleta Cordova;26021020;0;0;0;0;0;2;0;0;2;5
876;Escalante;Km. 11 - Cuarteles;26021020;0;0;0;0;0;1;0;0;1;5
877;Florentino Ameghino;Camarones;26028010;0;0;0;0;0;1;0;208;209;5
878;Florentino Ameghino;Garayalde;26028020;0;0;0;0;0;0;0;3;3;5
879;Futaleufú;Corcovado;26035020;0;0;1;0;0;2;0;0;3;5
880;Futaleufú;Esquel;26035030;7142;1522;40;0;0;3;0;4498;13205;5
881;Futaleufú;Los Cipreses;26035050;0;0;0;0;0;1;0;0;1;5
882;Futaleufú;Trevelín;26035060;472;0;19;0;18;1;0;536;1046;5
883;Futaleufú;Villa Futalaufquen;26035070;0;0;0;0;0;9;0;0;9;5
884;Futaleufú;Lago Rosario;26035040;0;0;0;0;0;1;0;0;1;5
885;Gaiman;28 de Julio;26042040;0;0;0;12;1;1;0;0;14;5
886;Gaiman;Dolavon;26042020;0;0;3;55;50;1;0;0;109;5
887;Gaiman;Gaiman;26042030;223;0;15;90;658;2;0;0;988;5
888;Gaiman;OTROS;Sin Datos;0;0;0;0;0;14;0;0;14;5
889;Gastre;Blancuntre;26049010;0;0;0;0;0;1;0;0;1;5
890;Gastre;El Escorial;26049020;0;0;0;0;0;1;0;0;1;5
891;Gastre;Lagunita Salada;26049040;0;0;0;0;0;1;0;7;8;5
892;Gastre;Yala Laubat;26049050;0;0;0;0;0;1;0;0;1;5
893;Gastre;Gastre;26049030;0;0;0;0;0;0;0;103;103;5
894;Languiñeo;Aldea Epulef;26056010;0;0;0;0;0;1;0;5;6;5
895;Languiñeo;Carrenleufú;26056020;0;0;0;0;0;1;0;0;1;5
896;Languiñeo;Colan Conhue;26056030;0;0;0;0;0;1;0;4;5;5
897;Languiñeo;Paso del Sapo;26056040;0;0;0;0;0;2;0;30;32;5
898;Languiñeo;Tecka;26056050;0;0;0;0;0;1;0;0;1;5
899;Mártires;El Mirasol;26063010;0;0;0;0;0;1;0;0;1;5
900;Mártires;Las Plumas;26063020;0;0;0;0;0;1;0;0;1;5
901;Paso de Indios;Cerro Cóndor;26070010;0;1;0;0;0;1;0;0;2;5
902;Paso de Indios;Los Altares;26070020;0;0;0;0;0;1;0;2;3;5
903;Paso de Indios;Paso de Indios;26070030;0;0;0;0;0;1;0;0;1;5
904;Rawson;Playa Unión;26077020;675;209;12;101;1;0;0;421;1419;5
905;Rawson;Rawson;26077030;1747;8805;41;774;300;1;0;343;12011;5
906;Rawson;Trelew;26077040;6877;23996;287;722;1094;3;0;1130;34109;5
907;Rawson;Playa Magagna;26077010;0;1700;0;0;0;0;0;3;1703;5
908;Río Senguer;Aldea Apeleg;26084010;0;0;0;0;0;1;0;1;2;5
909;Río Senguer;Aldea Beleiro;26084020;0;0;0;0;0;2;0;0;2;5
910;Río Senguer;Alto Río Senguer;26084030;0;0;1;0;0;2;0;1;4;5
911;Río Senguer;Doctor Ricardo Rojas;26084040;0;0;0;0;0;1;0;0;1;5
912;Río Senguer;Facundo;26084050;0;0;0;0;0;1;0;41;42;5
913;Río Senguer;Lago Blanco;26084060;0;0;0;0;0;1;0;0;1;5
914;Río Senguer;Río Mayo;26084070;140;0;0;4;0;3;0;621;768;5
915;Sarmiento;Buen Pasto;26091010;0;0;0;0;0;1;0;0;1;5
916;Sarmiento;SARMIENTO;26091020;2133;1;0;712;0;2;0;270;3118;5
917;Tehuelches;Gobernador Costa;26098020;0;0;1;0;0;0;0;0;1;5
918;Tehuelches;José de San Martín;26098030;0;0;0;0;0;1;0;0;1;5
919;Tehuelches;Río Pico;26098040;0;0;1;0;0;2;0;0;3;5
920;Telsen;Gan Gan;26105010;0;0;0;0;1;1;0;11;13;5
921;Telsen;Telsen;26105020;0;16;0;0;0;8;0;42;66;5
922;Calamuchita;Amboy;14007010;0;0;0;0;0;0;0;19;19;7
923;Calamuchita;Cañada del Sauce;14007030;1;0;0;0;0;0;0;0;1;7
924;Calamuchita;Capilla Vieja;14007040;0;0;0;0;0;0;0;5;5;7
925;Calamuchita;El Corcovado - El Torreón;14007050;52;0;0;0;0;0;0;30;82;7
926;Calamuchita;Embalse;14007060;0;0;0;1533;0;1;0;1942;3476;7
927;Calamuchita;La Cruz;14007070;10;0;0;0;0;0;0;383;393;7
928;Calamuchita;La Cumbrecita;14007080;0;0;0;0;0;0;0;250;250;7
929;Calamuchita;Las Bajadas;14007090;0;0;0;0;0;0;0;28;28;7
930;Calamuchita;Los Cóndores;14007110;423;0;0;0;0;1;0;516;940;7
931;Calamuchita;Los Molinos;14007120;0;0;0;0;0;0;0;44;44;7
932;Calamuchita;Los Reartes;14007130;29;0;0;490;0;1;0;456;976;7
933;Calamuchita;Parque Calmayo;14007160;0;0;0;0;0;0;0;36;36;7
934;Calamuchita;San Agustín;14007180;110;0;0;0;0;0;0;1;111;7
935;Calamuchita;San Ignacio (Loteo San Javier);14007190;0;0;0;0;0;0;0;11;11;7
936;Calamuchita;Santa Rosa de Calamuchita;14007210;1272;1426;0;194;0;0;0;3161;6053;7
937;Calamuchita;Villa Alpina;14007240;0;0;0;0;0;0;0;2;2;7
938;Calamuchita;Villa Amancay;14007250;0;0;0;0;0;0;0;39;39;7
939;Calamuchita;Villa Berna;14007260;31;0;0;0;0;0;0;6;37;7
940;Calamuchita;Villa Ciudad Parque Los Reartes (1a. Sección);14007270;0;0;0;0;0;0;0;252;252;7
941;Calamuchita;Villa Ciudad Parque Los Reartes (3a. Sección);14007170;0;0;0;0;0;0;0;8;8;7
942;Calamuchita;Villa del Dique;14007290;555;0;0;256;128;0;0;947;1886;7
943;Calamuchita;Villa General Belgrano;14007310;0;31;0;0;0;1;0;1068;1100;7
944;Calamuchita;Villa Quillinzo;14007330;0;0;0;0;0;0;0;124;124;7
945;Calamuchita;Villa Rumipal;14007340;0;0;0;47;0;0;0;974;1021;7
946;Calamuchita;Villa San Miguel;14007170;0;0;0;0;0;0;0;5;5;7
947;Calamuchita;Villa Yacanto;14007360;0;0;0;0;0;0;0;7;7;7
948;Calamuchita;Las Caleras;14007100;0;0;0;0;0;0;0;7;7;7
949;Calamuchita;San Ignacio (Loteo Vélez Crespo);14007170;0;0;0;0;0;0;0;9;9;7
950;Calamuchita;Segunda Usina;14007220;0;0;0;0;0;0;0;67;67;7
951;Calamuchita;Río de los Sauces;14007170;0;0;0;0;0;0;0;2;2;7
952;Calamuchita;Villa Ciudad Parque Los Reartes;14007170;0;400;0;0;0;0;0;0;400;7
953;Capital;Córdoba;14014010;47778;218599;44;222066;1218;11;0;4270;493986;7
954;Capital;OTROS;Sin Datos;0;0;0;0;0;0;0;695;695;7
955;Colón;Agua de Oro;14021010;370;0;0;65;0;0;0;65;500;7
956;Colón;Ascochinga;14021020;121;0;0;1;0;0;0;0;122;7
957;Colón;Colonia Caroya;14021050;1056;492;0;6263;0;0;0;39;7850;7
958;Colón;El Manzano;14021110;125;0;0;0;0;0;0;20;145;7
959;Colón;General Paz;14021130;161;0;0;0;0;0;0;0;161;7
960;Colón;Jesús María;14021140;1036;3704;0;6647;0;0;0;18;11405;7
961;Colón;La Calera;14021150;1104;6632;0;1417;316;1;0;496;9966;7
962;Colón;La Granja;14021160;433;0;0;1;0;0;0;26;460;7
963;Colón;Los Molles;14021180;0;0;0;0;0;2;0;0;2;7
964;Colón;Malvinas Argentinas;14021190;1025;0;0;318;0;0;0;229;1572;7
965;Colón;Mendiolaza;14021200;792;2546;0;868;2;0;0;215;4423;7
966;Colón;OTROS;Sin Datos;0;0;0;0;0;0;0;287;287;7
967;Colón;Pajas Blancas;14021220;0;0;0;0;0;0;0;19;19;7
968;Colón;Río Ceballos;14021230;1009;5616;0;6;1;3;0;444;7079;7
969;Colón;Saldán;14021240;57;3756;0;73;0;0;0;271;4157;7
970;Colón;Salsipuedes;14021250;891;484;0;9;0;0;0;387;1771;7
971;Colón;Unquillo;14021280;2127;889;0;1301;0;0;0;603;4920;7
972;Colón;Villa Allende;14021290;1;6397;0;1907;4;0;0;484;8793;7
973;Colón;Villa Cerro Azul;14021300;75;0;0;0;0;0;0;20;95;7
974;Colón;Villa El Fachinal - Parque Norte - Guiñazú Norte;14021310;350;0;0;0;0;1;0;0;351;7
975;Colón;Villa Los Llanos - Juárez Celman;14021320;488;0;0;499;0;0;0;360;1347;7
976;Colón;Dumesnil;14021270;0;0;0;33;0;0;0;0;33;7
977;Colón;Mi Granja;14021210;0;0;0;4;0;0;0;0;4;7
978;Colón;Colonia Tirolesa;14021060;1596;0;0;0;0;0;0;0;1596;7
979;Cruz del Eje;Alto de los Quebrachos;14028010;0;0;0;0;6;0;0;1;7;7
980;Cruz del Eje;Bañado de Soto;14028020;0;0;0;0;0;0;0;8;8;7
981;Cruz del Eje;Canteras Quilpo;14028030;0;0;0;0;0;0;0;2;2;7
982;Cruz del Eje;Cruz de Caña;14028040;0;0;0;0;0;0;0;2;2;7
983;Cruz del Eje;Cruz del Eje;14028050;1266;1733;0;3058;0;0;0;575;6632;7
984;Cruz del Eje;El Brete;14028060;0;0;0;1;0;0;0;65;66;7
985;Cruz del Eje;Guanaco Muerto;14028080;0;0;0;0;0;0;0;17;17;7
986;Cruz del Eje;La Banda;14028090;0;0;0;0;0;1;0;0;1;7
987;Cruz del Eje;La Batea;14028100;0;0;0;0;0;0;0;1;1;7
988;Cruz del Eje;La Higuera;14028110;15;0;0;0;0;0;0;2;17;7
989;Cruz del Eje;Las Playas;14028130;0;0;0;1;0;0;0;176;177;7
990;Cruz del Eje;Los Chañaritos;14028140;0;0;0;1;0;0;0;9;10;7
991;Cruz del Eje;Media Naranja;14028150;0;0;0;0;0;0;0;60;60;7
992;Cruz del Eje;Paso Viejo;14028160;68;0;0;0;0;0;0;36;104;7
993;Cruz del Eje;San Marcos Sierra;14028170;0;16;0;429;0;0;0;199;644;7
994;Cruz del Eje;Serrezuela;14028180;92;0;0;10;0;0;0;2;104;7
995;Cruz del Eje;Tuclame;14028190;0;0;0;0;0;0;0;13;13;7
996;Cruz del Eje;Villa de Soto;14028200;584;0;0;562;0;2;0;251;1399;7
997;General Roca;Del Campillo;14035010;751;0;0;490;0;1;0;0;1242;7
998;General Roca;Hipólito Bouchard;14035030;0;0;0;0;0;1;0;0;1;7
999;General Roca;Huinca Renancó;14035040;572;0;1;1294;0;0;0;1097;2964;7
1000;General Roca;ITALÓ;14035050;0;0;0;0;171;0;0;0;171;7
1001;General Roca;Nicolás Bruzzone;14035070;0;0;0;0;0;0;0;91;91;7
1002;General Roca;PINCÉN;14035090;0;0;0;0;9;0;0;0;9;7
1003;General Roca;Villa Huidobro;14035120;0;789;10;2;0;1;0;1099;1901;7
1004;General Roca;Villa Valeria;14035140;678;0;0;0;0;1;0;241;920;7
1005;General Roca;Santa Magdalena (Est. Jovita);14035110;0;1666;0;37;0;0;0;82;1785;7
1006;General San Martín;Arroyo Cabral;14042020;4;393;0;2;0;1;0;276;676;7
1007;General San Martín;Ausonia;14042030;0;0;0;1;0;0;0;1;2;7
1008;General San Martín;Chazón;14042040;0;405;0;0;4;0;0;0;409;7
1009;General San Martín;Etruria;14042050;31;1;0;0;2;1;0;0;35;7
1010;General San Martín;La Laguna;14042060;524;0;0;0;0;0;0;0;524;7
1011;General San Martín;La Playosa;14042080;650;0;0;0;0;1;0;69;720;7
1012;General San Martín;Pasco;14042110;0;0;0;1;0;0;0;0;1;7
1013;General San Martín;Silvio Pellico;14042130;150;0;0;0;0;0;0;65;215;7
1014;General San Martín;Ticino;14042140;0;663;0;6;0;3;0;0;672;7
1015;General San Martín;Tío Pujio;14042150;565;0;0;2;0;0;0;53;620;7
1016;General San Martín;Villa María;14042170;2205;15333;0;11557;0;2;0;1438;30535;7
1017;General San Martín;Villa Nueva;14042180;912;2242;0;1163;1;1;0;882;5201;7
1018;General San Martín;Arroyo Algodón;14042010;159;0;0;1;0;0;0;226;386;7
1019;General San Martín;La Palestina;14042070;0;0;0;0;0;0;0;1;1;7
1020;Ischilín;Chuña;14049030;0;0;0;0;0;2;0;102;104;7
1021;Ischilín;Copacabana;14049040;0;0;0;0;0;0;0;12;12;7
1022;Ischilín;Deán Funes;14049050;1836;1932;0;740;0;1;0;0;4509;7
1023;Ischilín;Esquina del Alambre;14049060;0;0;0;0;0;0;0;1;1;7
1024;Ischilín;Olivares de San Nicolás;14049090;0;0;0;0;0;0;0;1;1;7
1025;Ischilín;Quilino;14049100;196;0;0;86;0;0;0;0;282;7
1026;Ischilín;Villa Quilino;14049130;0;0;0;30;0;0;0;0;30;7
1027;Juárez Celman;Alejandro Roca (Est. Alejandro);14056010;414;0;0;0;0;0;0;280;694;7
1028;Juárez Celman;Bengolea;14056030;0;0;0;269;0;0;0;0;269;7
1029;Juárez Celman;Carnerillo;14056040;129;0;0;507;23;1;0;222;882;7
1030;Juárez Celman;Charras;14056050;0;0;0;1;0;0;0;12;13;7
1031;Juárez Celman;General Cabrera;14056070;886;0;0;0;0;0;0;0;886;7
1032;Juárez Celman;General Deheza;14056080;8;1281;0;3464;0;0;0;0;4753;7
1033;Juárez Celman;Huanchillas;14056090;0;0;0;11;0;0;0;0;11;7
1034;Juárez Celman;La Carlota;14056100;908;0;0;0;0;0;0;0;908;7
1035;Juárez Celman;Los Cisnes;14056110;2;0;0;208;0;0;0;39;249;7
1036;Juárez Celman;Olaeta;14056120;0;65;0;0;0;0;0;0;65;7
1037;Juárez Celman;Santa Eufemia;14056150;0;637;0;0;0;1;0;57;695;7
1038;Juárez Celman;Ucacha;14056160;126;1747;0;1;0;0;0;59;1933;7
1039;Juárez Celman;Villa Reducción;14056170;0;0;0;0;0;0;0;232;232;7
1040;Marcos Juárez;Alejo Ledesma;14063010;0;0;0;1;0;3;0;79;83;7
1041;Marcos Juárez;Arias;14063020;448;0;0;0;0;0;0;0;448;7
1042;Marcos Juárez;Camilo Aldao;14063030;1152;0;0;0;0;1;0;0;1153;7
1043;Marcos Juárez;Colonia Italiana;14063070;0;158;0;0;31;0;0;10;199;7
1044;Marcos Juárez;Corral de Bustos;14063090;742;4591;0;1027;1790;0;0;48;8198;7
1045;Marcos Juárez;Cruz Alta;14063100;652;0;0;1;0;1;0;1;655;7
1046;Marcos Juárez;General Baldissera;14063110;451;0;0;0;0;1;0;0;452;7
1047;Marcos Juárez;General Roca;14063120;1183;0;0;1;0;2;0;0;1186;7
1048;Marcos Juárez;Guatimozín;14063130;811;0;0;0;593;1;0;23;1428;7
1049;Marcos Juárez;Inriville;14063140;220;0;0;0;0;0;0;89;309;7
1050;Marcos Juárez;Isla Verde;14063150;613;262;0;82;0;0;0;0;957;7
1051;Marcos Juárez;Leones;14063160;162;2558;0;1;0;0;0;23;2744;7
1052;Marcos Juárez;Los Surgentes;14063170;757;0;0;6;0;1;0;0;764;7
1053;Marcos Juárez;Marcos Juárez;14063180;385;10215;0;4;0;0;0;240;10844;7
1054;Marcos Juárez;Monte Buey;14063190;1563;0;0;0;0;0;0;0;1563;7
1055;Marcos Juárez;Villa Elisa;14063230;1031;0;12;0;0;0;0;0;1043;7
1056;Marcos Juárez;Saira;14063210;255;0;0;0;0;0;0;0;255;7
1057;Marcos Juárez;Capitán General Bernardo O'Higgins;14063040;0;0;0;30;0;0;0;143;173;7
1058;Marcos Juárez;Cavanagh;14063050;0;0;0;0;0;0;0;322;322;7
1059;Minas;Ciénaga del Coro;14070010;0;0;0;1;0;0;0;64;65;7
1060;Minas;La Playa;14070050;0;0;0;0;0;0;0;53;53;7
1061;Minas;San Carlos Minas;14070060;201;0;0;2;0;0;0;290;493;7
1062;Minas;Tosno;14070080;0;0;0;0;0;0;0;27;27;7
1063;Minas;El Chacho;14070020;0;0;0;1;0;0;0;173;174;7
1064;Minas;Estancia de Guadalupe;14070030;0;0;0;0;0;0;0;35;35;7
1065;Minas;Guasapampa;14070040;0;0;0;0;0;0;0;34;34;7
1066;Minas;Talaini;14070070;0;0;0;0;0;0;0;23;23;7
1067;OTROS;OTROS;Sin Datos;0;0;0;0;485;0;0;268;753;7
1068;Pocho;Chancani;14077010;0;0;0;0;0;0;0;97;97;7
1069;Pocho;Las Palmas;14077020;0;0;0;0;0;0;0;9;9;7
1070;Pocho;Salsacate;14077040;147;0;0;3;0;1;0;298;449;7
1071;Pocho;Villa de Pocho;14077080;0;0;0;0;0;0;0;40;40;7
1072;Pocho;Los Talares;14077030;0;0;0;0;0;0;0;39;39;7
1073;Pocho;San Gerónimo;14077050;0;0;0;0;0;0;0;11;11;7
1074;Pocho;Tala Cañada;14077060;0;0;0;0;0;0;0;39;39;7
1075;Pocho;Taninga;14077070;0;0;0;0;0;0;0;167;167;7
1076;Presidente Roque Sáenz Peña;General Levalle;14084010;2;2418;0;1;29;0;0;148;2598;7
1077;Presidente Roque Sáenz Peña;La Cesira;14084020;395;0;0;2;17;1;0;38;453;7
