;Partido;Localidad;Link Indec;Otros;0,256 Mbps;0,375 Mbps;0,5 Mbps;0,512 Mbps;0,625 Mbps;0,75 Mbps;1 Mbps;1,25 Mbps;1,5 Mbps;2 Mbps;2,2 Mbps;2,5 Mbps;3 Mbps;3,3 Mbps;3,5 Mbps;4 Mbps;4,5 Mbps;5 Mbps;6 Mbps;6,4 Mbps;7 Mbps;7,5 Mbps;8 Mbps;9 Mbps;10 Mbps;10,2 Mbps;11 Mbps;12 Mbps;12,3 Mbps;13 Mbps;14 Mbps;15 Mbps;16 Mbps;17 Mbps;18 Mbps;20 Mbps;20,5 Mbps;21 Mbps;22 Mbps;23 Mbps;24 Mbps;25 Mbps;25,1 Mbps;25,5 Mbps;26 Mbps;27 Mbps;30 Mbps;31 Mbps;32 Mbps;34 Mbps;35 Mbps;36 Mbps;38 Mbps;39 Mbps;40 Mbps;41 Mbps;45 Mbps;46 Mbps;48 Mbps;49 Mbps;50 Mbps;50,1 Mbps;50,25 Mbps;51 Mbps;55 Mbps;58 Mbps;59 Mbps;60 Mbps;61 Mbps;62 Mbps;64 Mbps;65 Mbps;66 Mbps;70 Mbps;75 Mbps;78 Mbps;80 Mbps;83 Mbps;85 Mbps;90 Mbps;92 Mbps;95 Mbps;100 Mbps;100,25 Mbps;110 Mbps;120 Mbps;122 Mbps;125 Mbps;126 Mbps;130 Mbps;140 Mbps;150 Mbps;157 Mbps;158 Mbps;160 Mbps;164 Mbps;165 Mbps;180 Mbps;200 Mbps;212 Mbps;220 Mbps;225 Mbps;234 Mbps;240 Mbps;250 Mbps;256 Mbps;275 Mbps;300 Mbps;320 Mbps;325 Mbps;330 Mbps;340 Mbps;400 Mbps;450 Mbps;480 Mbps;500 Mbps;512 Mbps;520 Mbps;540 Mbps;600 Mbps;680 Mbps;700 Mbps;800 Mbps;850 Mbps;900 Mbps;950 Mbps;1000 Mbps;1024 Mbps;Total general;id_provincia
63;Balcarce;Balcarce;6063010;9,0;;;;;;24,0;;;;98,0;;;;;310,0;;;;327,0;;;;795,0;;249,0;;;1,0;;;;611,0;;;;3,0;;;;;;;;;;;25,0;;;;;;;;;;;;;;1754,0;;;;;;;;;;;;;;;;;;;;;;5977,0;;;;;;;;;;;;;;;;;;;;;;;;;3234,0;;;;;;;;107,0;;;;;;;;;;;6,0;;13530,0;1
64;Balcarce;Los Pinos;6063020;5,0;;;;;;;;;;5,0;;;;;;;;;17,0;;;;;;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,0;1
65;Balcarce;Napaleofú;6063030;;;;;;;;38,0;;;;;;23,0;;;;;;;;;;;;27,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88,0;1
66;Balcarce;Ramos Otero;6063040;;;;;;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,0;1
67;Balcarce;San Agustín;6063050;24,0;;;;;;;;;;8,0;;;;;;;;;25,0;;;;;;18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75,0;1
68;Balcarce;Villa Laguna La Brava;6063060;;;;;;;;;;;1,0;;;;;;;;;18,0;;;;1,0;;15,0;;;;;;;4,0;;;;1,0;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,0;1
69;Baradero;Baradero;6070010;;;;1,0;;;;48,0;;;;;;1001,0;;;;;1,0;604,0;;;;1,0;;770,0;;;;;;;66,0;;;;41,0;;;;;;;;;;;4,0;;;;;;;;;;;;;;492,0;;;;;;;;;;;;;;;;;;;;;;4033,0;;;;;;;;;;;;;;;;;;;;;;;;;2302,0;;;;;;;;57,0;;;;;;;;;;;2,0;;9423,0;1
70;Baradero;Irineo Portela;6070020;1,0;;;;;;;;;;;;;76,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78,0;1
71;Baradero;Santa Coloma;6070030;;;;;;;;;;;;;;53,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53,0;1
72;Baradero;Villa Alsina  (Est. Alsina);6070040;;;;;;;;;;;;;;153,0;;;;;;12,0;;;;;;85,0;;;;;;;18,0;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270,0;1
73;Benito Juárez;Barker;6084010;2,0;;;1,0;;;;20,0;;;;;;78,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101,0;1
74;Benito Juárez;Benito Juárez  (Est. Juárez);6084020;4,0;;;1,0;;;;;;;;;;;;59,0;;;;;;;;428,0;;59,0;;;1,0;;;;914,0;;;;;;;;;;;;;;;32,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1498,0;1
75;Benito Juárez;López;6084030;;;;;;;;;;;;;;12,0;;;;;;;;;;;;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,0;1
76;Benito Juárez;Villa Cacique  (Est. Alfredo Fortabat);6084050;;;;1,0;;;;50,0;;;43,0;;;24,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118,0;1
77;Berazategui;Berazategui;6091010;17,0;;;11,0;;;22,0;26,0;;;2,0;;;5,0;;75,0;34,0;;5,0;29,0;;;;108,0;;637,0;;;;;;;1422,0;;;;40,0;;;;;;31,0;;;;;6361,0;;;;;;;;;;;;;;12580,0;;;;;;;3942,0;;;;;;;843,0;;;;;;;;9174,0;;;;;;;;;2667,0;;;;;;;;;;;;;;;;4511,0;;;;;;;;665,0;;;;;;;;;;;382,0;;43589,0;1
78;Berazategui;Berazategui Oeste;6091010;;;;11,0;;;3,0;;;;;;;;;2,0;;;;54,0;;;;;;22,0;;;;;;;2,0;;;;100,0;;;;;;;;;;;;;;;;;;;;;;;;;11266,0;;;;;;;26,0;;;;;;;5,0;;;;;;;;3402,0;;;;;;;;;17,0;;;;;;;;;;;;;;;;417,0;;;;;;;;6,0;;;;;;;;;;;2,0;;15335,0;1
79;Berazategui;Carlos Tomás Sourigues;6091010;;;;;;;;;;;;;;;;2,0;;;1,0;;;;;7,0;;38,0;;;;;;;8,0;;;;;;;;;;4,0;;;;;190,0;;;;;;;;;;;;;;1053,0;;;;;;;439,0;;;;;;;81,0;;;;;;;;744,0;;;;;;;;;335,0;;;;;;;7,0;;;;;;;;;148,0;;;;;;;;22,0;;;;;;;;;;;36,0;;3115,0;1
80;Berazategui;Centro Agrícola El Pato;6091010;;;;;;;;8,0;;;5,0;;;3,0;;;2,0;;1969,0;3,0;;;;;;68,0;;;;;;;17,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;15,0;;;;;;;659,0;;;;;;;84,0;;;;;;;;168,0;;;;;;;;;261,0;;;;;;;48,0;;;;;;;;;87,0;;;;;;;;30,0;;;;;;;;;;;69,0;;3497,0;1
81;Berazategui;Guillermo E. Hudson;6091010;2,0;;;;;;4,0;1,0;;;1,0;;;2,0;;23,0;;;4,0;7,0;;;;31,0;;229,0;;;;;;;28,0;;;;15,0;;;;;;36,0;;;;;2354,0;;;;;;;;;;;;;;5149,0;;;;;;;1391,0;;;;;;;349,0;;;;;;;;3211,0;;;;;;;;;939,0;;;;;;;12,0;;;;;;;;;1297,0;;;;;;;;412,0;;;;;;;;;;;133,0;;15630,0;1
82;Berazategui;Juan María Gutierrez;6091010;;;;;;;10,0;7,0;;;8,0;;;49,0;;77,0;;;;38,0;;;;97,0;;33,0;;;;;;;318,0;;;;29,0;;;;;;1,0;;;;;2,0;;;;;;;;;;;;;;2215,0;;;;;;;473,0;;;;;;;65,0;;;;;;;;1417,0;;;;;;;;;294,0;;;;;;;;;;;;;;;;529,0;;;;;;;;174,0;;;;;;;;;;;45,0;;5881,0;1
83;Berazategui;Pereyra;6091010;;;;;;;;;;;;;;;;4,0;;;;;;;;2,0;;;;;;;;;3,0;;;;;;;;;;;;;;;310,0;;;;;;;;;;;;;;28,0;;;;;;;1,0;;;;;;;;;;;;;;;103,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;90,0;;;;;;;;19,0;;;;;;;;;;;;;561,0;1
84;Berazategui;Plátanos;6091010;3,0;;;;;;;1,0;;;;;;;;;;;1,0;1,0;;;;;;55,0;;;;;;;;;;;7,0;;;;;;2,0;;;;;;;;;;;;;;;;;;;1606,0;;;;;;;616,0;;;;;;;142,0;;;;;;;;925,0;;;;;;;;;458,0;;;;;;;;;;;;;;;;181,0;;;;;;;;57,0;;;;;;;;;;;79,0;;4134,0;1
85;Berazategui;Ranelagh;6091010;;;;1,0;;;7,0;4,0;;;;;;;;20,0;;;;42,0;;;;2,0;;93,0;;;;;;;8,0;;;;27,0;;;;;;5,0;;;;;5756,0;;;;;;;;;;;;;;1136,0;;;;;;;726,0;;;;;;;157,0;;;;;;;;1222,0;;;;;;;;;539,0;;1,0;;;;;37,0;;;;;;;;;439,0;;;;;;;;93,0;;;;;;;;;;;74,0;;10389,0;1
86;Berazategui;Villa España;6091010;;;;1,0;;;;;;;;;;;;;;;;;;;;;;77,0;;;;;;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;1487,0;;;;;;;315,0;;;;;;;64,0;;;;;;;;844,0;;;;;;;;;217,0;;;;;;;;;;;;;;;;279,0;;;;;;;;27,0;;;;;;;;;;;30,0;;3343,0;1
87;Berisso;Barrio El Carmen (Este);6098010;170,0;;;;;;;;;;;;;;;;;;;28,0;;;;9,0;;3,0;;;;;;;115,0;;;;14,0;;;;;;;;;;;20,0;;;;;;;;;;;;;;8,0;;;;;;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382,0;1
88;Berisso;Berisso;6098010;4,0;;;8,0;;;131,0;3,0;;;;;;4,0;;1565,0;;;;275,0;;;;1351,0;;46,0;;;88,0;;;;1150,0;;;;25,0;;;;;;6266,0;;;;;10,0;;;;;;;;;;;;;;1386,0;;;;;;;;;;;;;;;;;;;;;;5417,0;;;;;;;;;;;;;;;;;;;;;;4,0;;;5838,0;;;;;;;;706,0;;;;;;;;;;;2,0;;24279,0;1
89;Berisso;Villa Arguello;6098010;172,0;;;;;;;;;;;;;;;;;;;28,0;;;;8,0;;2,0;;;;;;;115,0;;;;14,0;;;;;;;;;;;20,0;;;;;;;;;;;;;;8,0;;;;;;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382,0;1
90;Berisso;Villa Nueva;6098010;172,0;;;;;;;;;;;;;;;;;;;28,0;;;;8,0;;2,0;;;;;;;115,0;;;;14,0;;;;;;;;;;;20,0;;;;;;;;;;;;;;8,0;;;;;;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382,0;1
91;Berisso;Villa Progreso;6098010;167,0;;;;;;;;;;;;;;;;;;;28,0;;;;8,0;;2,0;;;;;;;116,0;;;;15,0;;;;;;;;;;;21,0;;;;;;;;;;;;;;9,0;;;;;;;;;;;;;;;;;;;;;;16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382,0;1
92;Bolívar;Hale;6105010;;;;;;;;;;;;;;;;;;;;;;;;;;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,0;1
93;Bolívar;OTROS;Sin Datos;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,0;1
94;Bolívar;Pirovano;6105050;50,0;;;;;;;;;;;;;;;;;;;45,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,0;1
95;Bolívar;San Carlos de Bolívar  (Est. Bolívar);6105060;1,0;;;;;;13,0;;;;;;;;;347,0;;;2,0;;;;;403,0;;22,0;;;;;;;462,0;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;468,0;;;;;;;;;;;;;;;;;;;;;;3299,0;;;;;;;;;;;;;;;;;;;;;;;;;1312,0;;;;;;;;41,0;;;;;;;;;;;3,0;;6376,0;1
96;Bolívar;Urdampilleta;6105070;;;;;;;;;;;;;;;;;;;;71,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73,0;1
97;Bragado;Bragado;6112010;;;;;;;15,0;1,0;;;93,0;;;125,0;;141,0;;;;;;;;232,0;;25,0;;;;;;;293,0;;;;2,0;;;;;;21,0;;;;;8,0;;;;;;;;;;;;;;562,0;;;;;;;;;;;;;;;;;;;;;;2063,0;;;;;;;;;;;;;;;;;;;;;;;;;1521,0;;;;;;;;75,0;;;;;;;;;;;2,0;;5179,0;1
98;Bragado;Comodoro Py;6112020;;;;;;;;;;;;;;154,0;;;;;;44,0;;;;;;22,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;223,0;1
99;Bragado;General O'Brien;6112030;;;;;;;;;;;321,0;;;;;;83,0;;36,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;440,0;1
100;Bragado;Irala;6112040;;;;;;;;;;;;;;;;;;;24,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,0;1
101;Bragado;Mechita (Est. Mecha);6112070;;;;;;;;;;;;;;10,0;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,0;1
102;Bragado;Olascoaga;6112080;;;;;;;;;;;;;;21,0;;;;;;6,0;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,0;1
103;Bragado;Warnes;6112090;;;;;;;;;;;;;;151,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;151,0;1
104;Brandsen;Coronel Brandsen;6119050;3,0;;;;;;7,0;5,0;;;27,0;;;46,0;;311,0;1,0;;149,0;;;;;580,0;;638,0;;;;;112,0;;1046,0;;;;13,0;;;;15,0;;;;;;;3,0;;;;;;;;924,0;;;;;;112,0;;;;;;;;;;;;;92,0;;;;;14,0;;;;78,0;;;;;;;;;;;;;;;;;;;;;;;;;303,0;;;;;;;;12,0;;;;;;;;;;;;;4491,0;1
105;Brandsen;Jeppener;6119070;7,0;;;;;;;23,0;;;45,0;;;44,0;;;;;378,0;;;;;69,0;;110,0;;;;;;;;;;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;678,0;1
106;Campana;Alto Los Cardales;6126010;;;;;;;;;;;35,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,0;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;67,0;;;;;;;;;;;;;141,0;1
107;Campana;Barrio Los Pioneros;6126020;;;;;;;;;;;40,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,0;1
108;Campana;Campana;6126030;9,0;;;1,0;;;;123,0;;;2,0;;;265,0;;;;;7,0;433,0;;;;1,0;;1182,0;;;;;;;160,0;;;;239,0;;;;;;915,0;;;;;37,0;;;;;;;;;;;;;;1329,0;;;;;;;1579,0;;;;;;;343,0;;;;;;;;11917,0;;;103,0;;;;;;707,0;;;;;;;2031,0;;;;;;129,0;;;7497,0;;;;;;;;410,0;;;;;;;;;;1,0;140,0;;29560,0;1
109;Campana;Chacras Del Río Luján;6126035;;;;;;;;;;;41,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,0;1
110;Campana;Lomas del Río Luján (Est. Río Luján);6126040;;;;;;;;;;;;;;;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;17,0;;;;;;;1,0;;;;;;;;16,0;;;;;;;;;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;50,0;1
111;Cañuelas;Alejandro Petión;6134010;4,0;;;;;;16,0;;;;;;;;;106,0;;;;;;;;36,0;;41,0;;;;;;;48,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82,0;;;;;;;30,0;;;;;;;25,0;;;;;;;;310,0;;;;;;;;;41,0;;;;;;;;;;;;;;;;313,0;;;;;;;;29,0;;;;;;;;;;;27,0;;1108,0;1
112;Cañuelas;Barrio Belgrano-Máximo Paz;6134030;;;;;;;;;;;;;;;;;;;;;;;;;;48,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,0;1
113;Cañuelas;Barrio El Taladro;6134020;;;;;;;;;;;;;;;;;;;;;;;;;;167,0;;;;;;;;;;;23,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200,0;1
114;Cañuelas;Cañuelas;6134030;2,0;;;;1,0;;19,0;;;;;;;1,0;;302,0;;;2,0;1,0;;;;310,0;;529,0;;;;;;;611,0;;;;1431,0;;;;;;1,0;;;;;18,0;;;;;;;;;;;;;;1212,0;;;;;;;26,0;;;;;;;7,0;;;;;;;;2374,0;;;;;;;;;5,0;;;;;;;;;;;;;;;;2227,0;;;;;;;;83,0;;;;;;;;;;;7,0;;9169,0;1
115;Cañuelas;Gobernador Udaondo;6134040;;;;;;;;;;;;;;;;;;;;;;;;;;20,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,0;1
116;Cañuelas;Máximo Paz;6134050;1,0;;;;;;;;;;;;;;;;;;8,0;100,0;;;;;;263,0;;;;;;;;;;;2,0;;;;;;9,0;;;;;1,0;;;;;;;;;;;;;;36,0;;;;;;;928,0;;;;;;;203,0;;;;;;;;671,0;;;;;;;;;484,0;;;;;;;59,0;;;;;;;;;132,0;;;;;;;;35,0;;;;;;;;;;;85,0;;3017,0;1
117;Cañuelas;Santa Rosa;6134060;;;;2,0;;;;;;;;;;;;;;;;115,0;;;;;;118,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;235,0;1
118;Cañuelas;Uribelarrea;6134070;;;;;;;;;;;;;;;;;;;80,0;12,0;;12,0;;17,0;;618,0;;;;;;;56,0;;;;40,0;;;;;;;;;;;4,0;;;;;;;;1,0;;;;;;47,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;887,0;1
119;Cañuelas;Vicente Casares;6134080;;;;;;;7,0;;;;;;;;;55,0;;;;;;;;29,0;;25,0;;;;;;;136,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;252,0;1
120;Capitán Sarmiento;Capitán Sarmiento;6140010;;;;;;;;;;;;;;89,0;;20,0;;;1,0;;;;;70,0;;299,0;;;;;;;92,0;;;;2,0;;;;;;47,0;;;;;3,0;;;;;;;;;;;;;;731,0;;;;;;;;;;;;;;;;;;;;;;2565,0;;;;;;;;;;;;;;;;;;;;;;;;;377,0;;;;;;;;16,0;;;;;;;;;;;1,0;;4313,0;1
121;Capitán Sarmiento;La Luisa;6140020;;;;;;;;;;;;;;44,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,0;1
122;Carlos Casares;Cadret;6147020;;;;;;;;5,0;;;;;;;;;;;;18,0;;;;19,0;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;1
123;Carlos Casares;Carlos Casares;6147030;;;;1,0;;;5,0;65,0;;;;;;;;157,0;;;;1133,0;;;;1263,0;;;;;509,0;;;;765,0;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;264,0;;;;;;;;;;;;;;;;;;;;;;600,0;;;;;;;;;;;;;;;;;;;;;;;;;663,0;;;;;;;;44,0;;;;;;;;;;;1,0;;5472,0;1
124;Carlos Casares;La Sofía;6147060;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1
125;Carlos Casares;Mauricio Hirsch;6147070;;;;;;;;;;;;;;;;;;;;20,0;;;;19,0;;;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,0;1
126;Carlos Casares;Moctezuma;6147080;;;;;;;;;;;;;;108,0;;;;;53,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;161,0;1
127;Carlos Casares;Santo Tomás;6147095;;;;;;;;1,0;;;;;;;;;;;;17,0;;;;16,0;;;;;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,0;1
128;Carlos Casares;Smith;6147100;;;;;;;;;;;;;;166,0;;;;;24,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190,0;1
129;Carlos Tejedor;Carlos Tejedor;6154010;1,0;;;;;;;39,0;;;210,0;;;1356,0;;6,0;;;9,0;153,0;;31,0;;2,0;;1,0;;;;;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1816,0;1
130;Carlos Tejedor;Colonia Seré;6154020;;;;;;;;;;;77,0;;;;;;;;;;;;;;;;;;;;;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81,0;1
131;Carlos Tejedor;Curarú;6154030;;;;;;;;;;;;;;16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,0;1
132;Carlos Tejedor;Timote;6154040;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;1
133;Carlos Tejedor;Tres Algarrobos  (Est. Cuenca);6154050;;;;;1,0;;;;;;198,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;199,0;1
